GNI,DR,SC,3BD,HOS,LifeEx,pop,urb,WLE,WUE,MYE,MAE,MLE,MUE,WAE
5,55.9,28.8,14.0,5.32,66.2,53.0,26.9,70.4,9.11,5.38,26.0,65.7,8.35,20.5
10,75.2,18.9,43.2,6.24,62.6,2.35,49.1,82.2,19.4,8.32,14.3,66.3,20.3,3.94
3,67.5,35.8,32.7,5.63,69.8,27.3,59.9,21.8,4.89,4.37,24.0,69.0,7.0,73.3
5,41.1,12.6,21.3,3.84,73.9,6.3,60.8,82.1,6.17,6.89,29.6,68.6,3.11,11.7
1,156.0,37.2,19.1,7.35,61.1,20.2,15.3,95.2,11.2,1.38,54.0,38.5,7.57,7.35
5,98.4,36.4,30.2,6.78,53.5,186.0,42.0,83.0,10.0,6.78,39.6,47.9,12.5,6.99
5,75.0,39.7,24.8,8.61,66.8,204.0,36.0,57.2,19.1,5.2,13.2,70.7,16.1,23.7
4,79.5,43.5,37.6,6.45,63.7,8.44,11.5,45.2,14.7,5.35,31.4,44.7,23.8,40.1
12,58.5,15.6,27.7,5.18,76.0,30.5,68.5,50.9,13.5,8.63,38.3,52.3,9.88,35.6
2,86.6,36.8,29.0,5.28,67.9,11.6,17.5,22.8,3.76,4.79,59.4,32.9,7.71,73.4
3,90.7,15.0,25.9,5.05,69.7,0.2,66.6,79.7,4.59,6.08,22.7,70.6,6.7,15.7
3,96.2,20.5,60.4,13.0,67.1,15.0,43.7,56.3,3.2,3.09,33.8,57.3,8.92,40.5
1,89.6,33.5,37.2,6.64,53.4,7.33,41.2,42.4,2.71,4.1,56.8,32.5,10.7,54.9
12,60.5,26.1,33.1,5.05,63.2,56.2,63.4,76.1,19.5,9.43,8.62,73.1,18.3,4.39
3,66.4,19.4,41.5,7.61,70.4,8.68,24.5,46.0,34.5,10.6,5.94,76.3,17.8,19.5
3,97.8,33.0,30.9,6.86,63.8,52.9,30.9,39.6,4.39,6.13,55.1,38.7,6.24,56.0
7,88.9,45.8,57.6,6.71,68.7,1.22,27.4,54.6,11.4,5.94,35.0,43.3,21.7,34.1
2,93.5,26.4,25.2,6.34,60.2,7.51,39.6,69.0,0.75,5.35,46.7,50.2,3.21,30.2
2,111.0,28.2,26.6,6.25,62.0,39.6,22.0,41.3,8.99,6.45,36.5,48.3,15.3,49.7
6,48.5,22.7,23.9,4.71,75.2,93.6,32.9,36.5,12.0,8.44,42.5,50.8,6.72,51.5
2,84.1,46.3,27.0,8.28,66.1,27.1,30.9,30.7,19.5,5.16,20.2,66.3,13.5,49.8
4,106.0,37.3,25.2,6.54,62.5,16.4,39.6,48.9,6.86,7.24,44.8,46.4,8.76,44.2
2,90.0,25.8,26.6,5.44,60.3,14.0,30.7,72.7,13.5,8.71,13.9,72.0,14.9,14.4
12,50.6,11.5,20.3,4.09,78.3,2.87,59.5,55.5,22.6,11.6,21.6,69.6,8.83,22.0
6,117.0,37.2,27.8,6.42,60.4,29.8,66.1,46.4,7.26,5.67,34.5,45.5,19.9,46.3
9,48.6,9.09,28.5,4.54,74.8,2.95,58.5,38.5,39.5,11.5,12.5,67.1,20.4,22.1
15,50.9,26.4,13.8,5.02,72.7,8.49,55.2,33.1,49.0,10.6,13.1,66.5,20.4,17.9
4,58.5,31.3,28.5,5.27,72.1,160.0,23.9,42.0,6.16,5.33,25.9,67.1,8.82,80.5
2,108.0,34.9,26.6,7.44,61.2,11.2,40.4,69.7,4.38,3.24,46.3,39.9,13.7,26.0
7,75.9,19.0,18.6,4.37,70.9,11.2,54.4,55.4,15.2,8.64,22.5,41.7,35.8,29.4
2,117.0,26.5,34.6,6.03,60.8,18.6,26.5,54.4,2.18,1.89,63.4,28.8,7.76,43.5
1,104.0,55.8,35.5,5.96,60.9,10.8,11.0,12.0,3.57,3.66,63.3,30.5,6.26,84.4
4,63.9,28.8,14.7,5.45,69.3,16.0,14.3,58.2,7.96,5.34,43.7,46.2,10.2,36.2
3,95.5,29.5,39.1,7.68,58.5,24.6,50.4,55.9,0.63,6.75,41.5,53.8,4.73,43.5
2,130.0,38.8,34.3,7.85,53.7,15.0,20.8,70.6,1.24,2.71,65.1,32.9,5.48,31.2
13,48.8,9.59,48.1,4.39,76.9,48.4,77.3,78.7,13.4,8.81,23.5,66.6,9.93,7.86
2,82.2,28.4,35.0,6.6,63.9,0.8,32.5,37.6,42.6,5.94,30.1,35.0,34.9,19.7
6,79.9,20.2,26.6,5.66,64.0,5.09,68.8,31.5,2.53,8.34,57.1,40.2,7.73,68.1
1,108.0,41.8,30.7,6.76,60.0,81.5,42.0,31.6,3.61,7.49,58.8,24.6,16.7,64.8
4,94.8,29.0,27.2,6.49,57.0,23.7,47.3,75.3,1.75,3.88,63.7,25.2,15.1,25.9
15,54.0,6.07,35.7,4.44,73.7,10.5,76.6,80.2,20.8,8.92,10.4,79.0,13.9,0.48
11,65.0,20.0,17.4,4.68,71.7,95.8,34.7,37.4,50.6,8.24,11.5,65.9,23.1,12.0
2,128.0,41.3,2.26,6.99,65.5,3.07,61.6,28.6,7.77,6.02,13.2,87.3,1.34,63.6
9,74.5,23.0,23.8,5.84,58.3,1.12,29.3,77.8,12.7,8.76,12.5,69.9,17.6,9.46
2,104.0,37.3,6.36,5.81,65.9,106.0,15.1,56.5,7.33,3.23,58.0,31.9,10.1,36.2
16,74.0,13.8,26.2,5.69,65.8,1.97,87.8,65.2,17.3,8.76,12.8,67.6,19.6,17.5
1,94.7,20.0,59.1,13.6,61.4,2.22,64.2,44.7,4.96,4.85,33.2,52.9,13.9,50.3
4,98.0,17.5,22.1,6.31,63.5,29.1,46.1,63.5,7.92,6.92,40.4,45.7,13.8,28.6
7,72.1,46.0,25.9,7.68,73.8,16.9,39.2,76.3,13.4,4.91,39.5,51.6,8.89,10.3
2,107.0,30.9,51.6,8.2,60.7,12.1,34.4,56.6,2.69,3.08,47.4,44.3,8.3,40.7
8,50.3,10.1,43.5,4.95,69.6,0.77,27.1,65.6,23.3,8.63,21.3,69.1,9.64,11.1
2,71.3,21.2,19.0,5.62,63.3,11.0,39.3,82.3,8.52,6.0,37.2,46.9,15.9,9.22
4,55.1,17.8,22.2,5.29,74.9,9.5,50.7,68.6,15.3,6.74,40.7,45.2,14.0,16.1
7,54.0,36.9,15.7,5.8,69.2,1339.0,33.4,38.5,9.6,6.56,37.1,54.7,8.21,51.9
8,59.7,6.5,33.3,5.74,74.3,9.78,89.2,30.9,67.8,11.2,3.33,74.9,21.8,1.33
22,57.4,7.47,26.4,4.55,72.7,18.0,53.0,68.3,52.8,11.7,2.91,67.8,29.3,0.47
3,83.5,23.4,15.0,5.33,65.9,50.2,41.9,59.1,12.1,8.42,24.1,65.7,14.7,35.9
3,69.7,12.1,29.2,5.27,71.2,6.2,35.0,52.5,51.2,11.6,14.1,65.2,20.7,1.6
3,66.0,34.1,16.4,5.25,52.9,2.09,33.4,88.4,12.1,7.49,19.2,72.9,9.3,10.2
1,91.8,26.6,32.6,6.89,63.3,4.77,64.1,43.3,2.62,5.71,42.8,44.8,12.4,54.1
1,86.8,42.5,8.85,5.74,66.3,25.6,22.1,15.6,2.62,4.87,99.0,15.4,9.38,98.5
1,106.0,35.7,26.0,5.52,63.3,17.6,14.3,33.0,9.37,5.92,38.3,49.8,11.8,57.6
13,54.4,15.1,49.6,7.27,78.3,0.5,41.3,55.0,44.2,7.6,21.3,51.3,27.4,0.77
2,121.0,29.3,42.7,7.65,58.5,18.6,23.1,59.6,3.65,2.38,45.5,44.1,10.4,36.7
4,88.7,27.3,25.7,7.91,64.5,4.19,38.1,75.7,7.44,5.85,26.8,62.7,10.5,16.9
7,43.9,5.34,11.3,2.96,71.7,3.54,36.1,50.3,34.9,11.2,15.8,69.4,14.8,14.8
7,35.0,15.1,26.9,7.85,76.2,35.4,58.0,46.6,17.8,9.05,22.0,64.1,13.9,35.6
1,114.0,40.9,19.2,5.2,59.3,27.8,29.9,50.0,10.1,4.5,35.7,54.6,9.65,39.9
6,55.8,28.1,14.0,5.28,66.6,53.4,27.1,70.4,9.11,5.39,26.0,65.7,8.35,20.5
10,75.0,18.2,43.2,6.19,63.0,2.38,49.9,83.8,19.9,8.43,13.5,66.8,20.9,3.72
3,66.4,34.9,33.0,5.6,70.2,27.3,61.7,22.0,4.95,4.47,23.5,69.7,6.8,73.1
5,38.6,11.7,21.4,3.91,74.1,6.38,61.2,82.7,5.48,6.84,29.1,69.8,2.6,11.8
1,159.0,35.8,18.2,7.26,61.6,20.8,15.1,98.2,12.0,1.42,54.9,37.2,7.93,6.92
5,98.6,36.5,30.2,6.79,54.0,191.0,42.7,85.7,10.8,6.96,40.5,47.4,12.2,3.5
5,74.8,38.5,25.6,8.53,66.9,208.0,36.8,56.5,20.6,5.31,13.3,69.7,17.0,22.9
4,79.5,43.5,37.6,6.45,64.0,8.44,11.5,45.2,14.7,5.35,31.4,44.7,23.8,40.1
12,58.2,15.0,28.1,5.25,76.3,30.7,68.3,49.9,13.6,8.55,39.0,52.3,9.26,36.5
2,85.9,35.6,28.7,5.24,68.3,11.9,18.2,23.0,3.99,4.92,57.6,34.0,8.32,73.0
3,89.2,14.0,27.0,5.08,69.9,0.21,66.7,79.7,4.59,6.32,22.7,70.6,6.7,15.7
3,93.6,16.6,64.2,13.5,67.4,15.4,44.8,59.9,5.13,3.5,29.4,57.6,13.0,35.0
1,86.4,32.0,35.0,6.35,53.9,7.49,44.6,40.9,2.8,4.43,57.7,31.2,11.1,56.3
12,62.1,26.1,34.1,5.12,63.5,57.0,63.4,75.6,19.8,9.47,9.05,72.1,18.9,4.63
3,66.6,17.6,40.9,7.54,70.6,8.88,24.6,41.4,35.9,10.7,6.61,75.7,17.7,22.7
3,97.0,31.8,30.5,6.86,64.5,54.3,32.1,41.0,4.63,6.29,54.2,39.6,6.14,54.4
8,88.1,44.3,58.7,6.66,69.0,1.24,27.9,58.0,12.2,6.05,33.3,46.2,22.6,32.5
2,91.2,26.1,25.6,6.1,60.5,7.7,40.5,69.2,0.71,5.57,46.3,50.9,3.05,30.1
2,109.0,27.3,27.0,6.19,62.5,40.9,23.4,43.4,9.61,6.59,34.7,52.5,16.5,47.4
6,48.4,22.7,23.9,4.75,75.2,94.5,33.5,36.9,12.3,8.46,41.4,52.0,6.63,50.8
1,83.4,46.3,26.4,8.17,66.1,27.7,30.9,31.5,20.3,5.23,19.9,66.6,13.5,48.2
4,104.0,35.9,26.0,6.52,63.0,16.9,39.7,51.2,7.33,7.32,41.7,49.3,9.05,41.5
3,89.8,25.0,25.2,5.36,60.8,14.3,31.0,73.1,14.5,8.79,13.2,72.4,16.0,13.7
13,50.1,11.1,19.9,4.02,78.5,2.87,61.3,55.5,22.6,11.9,21.6,69.6,8.83,22.0
5,119.0,37.2,28.5,6.44,60.8,30.7,67.7,46.4,7.26,5.66,34.5,45.5,19.9,46.3
9,49.3,8.77,28.5,4.54,74.9,2.96,58.0,38.3,38.4,11.5,12.9,66.3,20.8,23.2
15,50.9,26.4,13.8,5.02,72.9,8.49,55.2,33.1,49.0,10.6,13.1,66.5,20.4,17.9
4,56.9,29.7,28.2,5.15,72.3,162.0,22.8,39.7,5.82,5.49,25.2,68.8,8.33,92.7
2,108.0,32.7,27.5,7.56,61.5,11.5,40.2,69.7,4.57,3.25,45.8,40.0,14.2,25.8
7,75.5,18.1,18.8,4.29,71.2,11.4,53.9,54.7,15.4,8.73,22.0,41.7,36.3,29.9
2,118.0,25.4,33.9,5.77,61.2,19.0,27.1,56.4,2.26,1.93,62.4,29.4,8.13,41.3
1,105.0,55.5,35.2,5.96,61.2,11.1,11.2,12.1,3.54,3.77,63.0,30.7,6.38,84.4
4,64.2,27.7,15.7,5.42,69.6,16.2,13.8,60.5,8.41,5.42,42.6,47.1,10.3,34.2
3,95.5,29.1,38.8,7.7,58.9,25.2,50.9,55.6,0.4,6.9,41.9,54.0,4.12,44.0
2,129.0,38.3,37.1,7.84,54.0,15.4,19.9,73.9,1.17,2.75,66.1,34.0,5.2,29.5
13,47.8,9.17,49.3,4.31,77.1,48.9,77.7,77.9,14.1,8.93,23.5,66.4,10.1,8.03
2,81.6,27.9,34.8,6.54,64.1,0.81,32.7,36.5,44.6,6.1,29.8,33.9,36.3,18.9
6,79.1,19.7,28.0,5.66,64.3,5.2,69.5,29.4,2.36,8.41,59.9,38.7,7.21,70.7
1,107.0,41.7,30.7,6.72,60.4,84.1,43.9,31.3,3.61,7.68,59.6,23.6,16.7,65.1
4,96.0,28.8,26.8,6.32,57.4,24.1,47.7,77.5,1.8,3.91,64.9,23.5,16.3,24.1
16,52.9,5.84,35.7,4.4,73.9,10.6,77.3,80.5,20.8,9.04,9.83,80.5,13.8,0.45
11,65.6,19.2,17.2,4.53,71.8,97.6,33.8,37.3,51.0,8.31,10.9,67.0,22.9,11.7
2,129.0,41.1,2.21,7.04,65.9,3.11,63.1,27.0,7.78,6.22,11.6,89.3,1.12,65.3
9,72.4,22.2,23.3,5.74,59.4,1.13,30.2,77.8,12.7,8.91,12.5,69.9,17.6,9.46
2,105.0,36.2,6.65,5.79,66.2,109.0,14.6,56.2,7.83,3.33,56.6,32.7,10.7,36.0
15,73.6,13.3,25.0,5.52,66.2,2.01,88.5,65.7,17.8,8.91,12.4,68.5,19.1,16.5
2,94.4,18.9,59.9,13.5,61.7,2.28,67.6,44.7,4.96,5.01,33.2,52.9,13.9,50.3
4,103.0,17.3,24.9,6.69,63.8,29.8,45.0,63.8,8.29,6.75,39.7,46.2,14.2,27.9
7,71.0,45.6,26.3,8.49,74.1,17.2,37.5,76.5,13.5,4.66,38.7,52.3,9.03,10.0
2,107.0,30.9,52.0,8.14,61.2,12.4,34.8,58.9,2.82,3.12,46.4,45.2,8.5,38.3
8,48.6,9.71,45.4,4.93,69.8,0.78,27.0,65.6,23.3,8.68,21.3,69.1,9.64,11.1
2,71.4,21.2,19.6,5.57,63.7,11.1,39.1,82.2,8.83,6.13,36.4,47.4,16.1,8.99
4,52.8,17.1,22.2,5.22,75.1,9.67,51.1,68.5,15.6,6.82,40.2,45.1,14.6,15.9
7,53.7,35.9,15.1,5.79,69.4,1354.0,33.8,38.2,9.55,6.7,38.1,53.8,8.09,52.3
8,58.6,6.24,32.7,5.63,74.4,10.1,89.7,31.1,67.8,11.3,3.34,74.9,21.8,1.27
22,58.6,7.2,26.8,4.55,73.2,18.3,52.9,69.1,53.4,11.7,2.25,67.7,30.1,0.32
3,82.3,22.5,14.5,5.28,66.3,51.3,44.4,62.0,11.4,8.53,23.6,68.6,13.9,35.9
3,70.7,11.8,29.3,5.23,71.3,6.32,36.1,53.0,51.8,11.6,13.5,65.6,20.9,1.5
3,64.7,34.5,15.8,5.13,53.7,2.11,35.8,92.3,12.3,7.78,18.2,74.0,9.72,9.65
1,91.0,25.6,32.5,6.91,63.7,4.9,66.1,43.5,2.59,5.84,41.8,45.7,12.5,54.0
1,85.4,41.6,9.12,5.72,66.7,26.3,23.1,14.4,2.45,4.97,103.0,14.2,9.64,102.0
1,106.0,34.4,26.5,5.47,63.8,18.1,14.1,32.4,10.5,6.03,37.0,50.2,12.8,57.1
13,54.3,14.8,49.6,7.14,78.6,0.51,42.4,53.2,46.6,7.85,20.9,50.3,28.8,0.73
2,120.0,27.1,42.5,7.73,58.9,19.1,23.5,59.4,4.18,2.52,43.8,45.3,10.8,36.4
4,87.6,26.8,26.3,7.97,64.7,4.29,37.4,75.7,7.44,6.03,26.8,62.7,10.5,16.9
7,43.6,5.12,10.8,2.91,71.8,3.53,35.9,50.3,34.9,11.2,15.8,69.4,14.8,14.8
8,33.3,14.5,26.5,7.92,76.5,35.8,58.0,46.0,18.1,9.43,21.6,64.5,14.0,36.0
1,115.0,40.5,18.4,5.1,60.2,28.4,29.7,52.0,10.6,4.65,35.0,55.2,9.82,37.4
6,55.7,27.5,14.0,5.24,66.9,53.8,27.2,70.4,9.11,5.4,26.0,65.7,8.35,20.5
10,74.7,17.5,43.2,6.14,63.4,2.42,50.7,85.3,20.4,8.54,12.7,67.4,21.5,3.5
3,65.4,34.0,33.4,5.56,70.5,27.3,63.5,22.2,5.0,4.57,23.1,70.3,6.6,72.8
5,36.0,10.9,21.6,3.98,74.3,6.45,61.6,83.2,4.79,6.79,28.5,70.9,2.08,12.0
1,161.0,34.3,17.4,7.16,62.0,21.4,14.8,101.0,12.8,1.46,55.8,35.9,8.29,6.49
5,98.8,36.5,30.2,6.81,54.3,196.0,43.5,88.5,11.5,7.14,41.3,46.9,11.8,0.0
5,74.6,37.3,26.5,8.45,67.1,212.0,37.6,55.7,22.1,5.43,13.3,68.8,17.9,22.1
4,79.5,43.5,37.6,6.45,64.3,8.44,11.5,45.2,14.7,5.35,31.4,44.7,23.8,40.1
13,57.9,14.4,28.4,5.32,76.5,31.0,68.1,48.9,13.7,8.47,39.7,52.4,8.64,37.4
2,85.3,34.3,28.4,5.2,68.7,12.2,18.8,23.3,4.22,5.06,55.9,35.2,8.94,72.5
3,87.6,12.9,28.0,5.12,70.2,0.21,66.7,79.7,4.59,6.56,22.7,70.6,6.7,15.7
3,94.1,18.7,65.6,13.3,67.7,15.9,43.4,57.2,2.89,3.6,35.8,55.1,9.09,39.9
1,89.8,30.6,40.1,6.65,54.3,7.64,42.9,39.5,2.88,4.42,58.5,29.9,11.6,57.6
12,63.7,26.1,35.1,5.18,63.9,57.9,63.5,75.1,20.1,9.52,9.48,71.1,19.5,4.87
4,66.8,17.0,40.2,7.47,70.9,9.08,24.7,39.4,37.4,10.8,7.28,75.1,17.6,25.8
3,96.3,30.7,30.1,6.86,65.0,55.8,33.4,42.4,4.87,6.45,53.3,40.6,6.03,52.8
8,87.2,42.7,59.8,6.6,69.3,1.26,28.4,61.5,13.0,6.15,31.6,49.1,23.4,30.8
2,88.9,25.9,26.0,5.87,60.8,7.88,41.5,69.3,0.67,5.79,45.9,51.5,2.88,30.0
2,108.0,26.3,27.3,6.12,63.0,42.1,24.9,45.5,10.2,6.72,33.0,56.8,17.7,45.0
7,48.3,22.7,23.9,4.78,75.3,95.5,34.0,37.3,12.5,8.48,40.3,53.1,6.54,50.1
1,82.7,46.3,25.8,8.06,66.1,28.3,30.9,32.3,21.0,5.3,19.5,66.9,13.6,46.6
4,102.0,34.6,26.7,6.49,63.5,17.4,39.8,53.4,7.79,7.41,38.5,52.1,9.35,38.8
3,89.5,24.3,23.9,5.27,61.2,14.5,31.2,73.4,15.5,8.88,12.5,72.8,17.1,13.0
13,49.6,10.7,19.4,3.95,78.6,2.86,63.2,55.5,22.6,12.2,21.6,69.6,8.83,22.0
5,122.0,37.2,29.2,6.45,61.2,31.6,69.3,46.4,7.26,5.64,34.5,45.5,19.9,46.3
10,50.0,8.46,28.5,4.54,75.1,2.97,57.5,38.2,37.4,11.5,13.3,65.6,21.1,24.4
15,50.9,26.4,13.8,5.02,73.0,8.49,55.2,33.1,49.0,10.6,13.1,66.5,20.4,17.9
5,55.3,28.0,27.9,5.03,72.6,163.0,21.7,37.3,5.48,5.66,24.6,70.5,7.84,105.0
2,108.0,31.6,28.3,7.68,61.8,11.8,39.9,69.7,4.76,3.26,45.2,40.1,14.6,25.6
7,75.1,17.2,19.0,4.21,71.5,11.5,53.4,54.1,15.5,8.82,21.6,41.6,36.8,30.4
2,119.0,24.2,33.2,5.52,61.6,19.4,27.8,58.4,2.34,1.97,61.4,30.1,8.5,39.2
1,106.0,55.3,34.8,5.96,61.6,11.4,11.3,12.2,3.51,3.87,62.6,30.9,6.5,84.3
4,64.5,26.7,16.7,5.39,69.9,16.5,13.3,62.8,8.85,5.5,41.6,48.1,10.4,32.2
3,95.5,28.7,38.4,7.72,59.3,25.8,51.3,55.4,0.38,7.05,42.3,54.2,3.93,44.4
2,128.0,37.8,40.0,7.82,54.2,15.8,19.0,77.1,1.11,2.78,67.0,35.1,4.91,27.9
13,46.9,8.75,50.5,4.24,77.3,49.4,78.0,77.1,14.7,9.06,23.5,66.3,10.2,8.19
2,81.0,27.4,34.7,6.48,64.3,0.83,32.9,35.4,46.5,6.26,29.5,32.7,37.8,18.1
6,78.3,19.2,29.3,5.66,64.6,5.32,70.3,27.3,2.2,8.48,62.7,37.3,6.7,73.3
1,105.0,41.6,30.7,6.68,60.7,86.6,45.8,31.0,3.61,7.87,60.5,22.7,16.8,65.4
4,97.3,28.7,26.4,6.14,57.8,24.6,48.2,79.7,1.84,3.94,66.1,21.8,17.4,22.4
17,51.8,5.6,35.7,4.37,74.1,10.8,78.1,80.9,20.8,9.16,9.22,82.1,13.8,0.43
11,66.2,18.5,17.1,4.38,72.0,99.4,32.9,37.2,51.4,8.39,10.2,68.0,22.7,11.4
2,129.0,41.0,2.15,7.1,66.3,3.15,64.7,25.3,7.78,6.42,9.92,91.3,0.9,66.9
9,70.3,21.3,22.9,5.65,60.5,1.13,31.0,77.8,12.7,9.06,12.5,69.9,17.6,9.46
2,106.0,35.0,6.93,5.76,66.6,112.0,14.1,55.9,8.33,3.42,55.1,33.5,11.4,35.8
15,73.1,12.7,23.8,5.34,66.5,2.05,89.2,66.2,18.3,9.06,12.1,69.4,18.5,15.5
2,94.1,18.3,60.8,13.5,62.0,2.34,69.1,44.7,4.96,5.17,33.2,52.9,13.9,50.3
4,107.0,17.2,27.6,7.06,64.1,30.4,43.8,64.1,8.67,6.59,38.9,46.6,14.5,27.2
8,70.0,45.2,26.7,9.3,74.3,17.6,35.8,76.7,13.6,4.4,37.8,53.0,9.18,9.77
2,106.0,30.9,52.4,8.08,61.7,12.7,35.1,61.1,2.95,3.16,45.3,46.0,8.69,36.5
8,47.0,9.34,47.3,4.92,69.9,0.78,26.9,65.6,23.3,8.72,21.3,69.1,9.64,11.1
2,71.5,21.2,20.3,5.52,64.0,11.3,38.9,82.1,9.13,6.25,35.7,47.9,16.4,8.76
4,50.6,16.4,22.2,5.15,75.3,9.84,51.4,68.5,15.8,6.9,39.7,45.0,15.2,15.7
8,53.5,34.9,14.5,5.78,69.7,1369.0,34.1,37.9,9.5,6.83,39.1,52.9,7.97,52.6
8,57.5,5.98,32.1,5.51,74.5,10.5,90.2,31.4,67.8,11.5,3.35,74.9,21.8,1.21
22,59.9,6.93,27.2,4.55,73.7,18.5,52.9,69.9,53.9,11.7,1.6,67.5,30.9,0.16
3,81.1,21.7,14.0,5.24,66.8,52.5,46.9,65.0,10.7,8.65,23.0,71.5,13.0,36.0
4,71.8,11.5,29.4,5.19,71.4,6.44,37.2,53.5,52.4,11.6,12.9,66.1,21.1,1.4
3,63.4,35.0,15.3,5.01,54.5,2.12,38.2,96.3,12.6,8.07,17.1,75.1,10.1,9.08
1,90.2,24.6,32.5,6.94,64.2,5.03,68.1,43.6,2.57,5.97,40.7,46.6,12.7,53.8
1,84.0,40.7,9.39,5.7,67.1,26.9,24.1,13.2,2.28,5.07,107.0,13.0,9.9,105.0
1,105.0,33.2,27.1,5.43,64.3,18.5,13.9,31.8,11.5,6.14,35.7,50.5,13.8,56.6
13,54.2,14.4,49.6,7.01,78.9,0.53,43.5,51.4,49.0,8.1,20.6,49.3,30.1,0.69
2,120.0,26.2,42.2,7.81,59.3,19.6,23.8,59.2,4.7,2.66,42.2,46.5,11.3,36.1
4,86.6,26.4,26.8,8.02,64.9,4.39,36.7,75.7,7.44,6.2,26.8,62.7,10.5,16.9
7,43.2,4.91,10.3,2.85,71.9,3.53,35.7,50.3,34.9,11.3,15.8,69.4,14.8,14.8
8,31.6,13.9,26.1,7.99,76.7,36.2,58.1,45.4,18.3,9.81,21.1,64.8,14.1,36.3
1,116.0,40.1,17.6,5.01,61.0,29.0,29.4,54.1,11.2,4.79,34.2,55.8,9.99,34.8
6,55.7,26.8,14.0,5.2,67.2,54.2,27.4,70.4,9.11,5.41,26.0,65.7,8.35,20.5
9,74.5,16.8,43.2,6.09,63.7,2.46,51.5,86.9,21.0,8.64,11.9,67.9,22.1,3.28
3,64.3,33.2,33.7,5.53,70.8,27.4,65.3,22.3,5.06,4.68,22.7,70.9,6.4,72.6
5,33.5,10.0,21.7,4.06,74.5,6.53,62.0,83.8,4.1,6.73,28.0,72.0,1.56,12.1
1,164.0,32.9,16.6,7.06,62.4,22.1,14.5,104.0,13.6,1.5,56.7,34.6,8.65,6.06
5,99.0,36.5,30.2,6.83,54.7,201.0,44.2,91.3,12.2,7.32,42.2,46.4,11.4,0.0
6,74.4,36.1,27.3,8.37,67.3,216.0,38.4,55.0,23.6,5.55,13.3,67.9,18.8,21.4
4,79.5,43.5,37.6,6.45,64.5,8.44,11.5,45.2,14.7,5.35,31.4,44.7,23.8,40.1
13,57.6,13.8,28.8,5.39,76.7,31.2,68.0,48.0,13.8,8.39,40.3,52.5,8.03,38.3
2,84.6,33.1,28.1,5.16,69.1,12.4,19.5,23.5,4.45,5.19,54.1,36.3,9.55,72.1
3,86.1,11.8,29.1,5.15,70.4,0.22,66.7,79.7,4.59,6.8,22.7,70.6,6.7,15.7
3,95.7,17.6,62.9,12.5,68.0,16.3,44.5,62.7,2.21,3.36,25.1,65.5,9.5,35.1
1,93.1,29.2,45.1,6.94,54.7,7.8,41.2,38.0,2.96,4.41,59.3,28.7,12.0,59.0
12,65.3,26.1,36.1,5.25,64.2,58.7,63.5,74.5,20.4,9.56,9.9,70.1,20.0,5.1
4,67.0,16.4,39.6,7.4,71.1,9.28,24.8,37.5,38.8,10.8,7.95,74.5,17.5,29.0
3,95.5,29.6,29.6,6.86,65.6,57.2,34.7,43.7,5.11,6.61,52.5,41.6,5.93,51.2
8,86.4,41.2,60.9,6.55,69.5,1.28,28.9,65.0,13.9,6.26,30.0,52.0,24.3,29.2
2,86.6,25.7,26.4,5.65,61.0,8.07,42.5,69.5,0.63,6.02,45.4,52.2,2.71,29.9
2,106.0,25.4,27.6,6.06,63.4,43.4,26.3,47.6,10.9,6.86,31.3,61.1,19.0,42.6
7,48.2,22.7,23.9,4.82,75.4,96.4,34.6,37.8,12.8,8.5,39.2,54.3,6.46,49.4
1,82.1,46.3,25.2,7.96,66.1,29.0,30.9,33.2,21.8,5.36,19.1,67.2,13.6,45.1
4,100.0,33.4,27.5,6.47,64.0,17.8,40.0,55.6,8.25,7.5,36.7,55.0,9.64,37.0
3,89.3,23.5,22.6,5.18,61.6,14.7,31.5,73.8,16.5,8.96,11.8,73.2,18.2,12.3
